axis,start_idx,end_idx,start_time,end_time,duration_sec,peak_resid,label
Axis #5,5875,5875,2022-10-17 15:49:13.738000+00:00,2022-10-17 15:49:13.738000+00:00,0.0,4.9797,WARNING
Axis #5,5877,5877,2022-10-17 15:49:17.393000+00:00,2022-10-17 15:49:17.393000+00:00,0.0,4.6749,WARNING
Axis #2,5879,5879,2022-10-17 15:49:21.237000+00:00,2022-10-17 15:49:21.237000+00:00,0.0,13.9238,WARNING
Axis #6,5882,5882,2022-10-17 15:49:26.972000+00:00,2022-10-17 15:49:26.972000+00:00,0.0,3.7855,WARNING
Axis #6,5886,5886,2022-10-17 15:49:34.519000+00:00,2022-10-17 15:49:34.519000+00:00,0.0,3.6261,WARNING
Axis #1,5888,5888,2022-10-17 15:49:38.284000+00:00,2022-10-17 15:49:38.284000+00:00,0.0,4.3172,WARNING
Axis #3,5896,5896,2022-10-17 15:49:53.244000+00:00,2022-10-17 15:49:53.244000+00:00,0.0,10.6363,WARNING
Axis #7,5901,5901,2022-10-17 15:50:02.632000+00:00,2022-10-17 15:50:02.632000+00:00,0.0,4.5219,WARNING
Axis #4,5903,5903,2022-10-17 15:50:06.355000+00:00,2022-10-17 15:50:06.355000+00:00,0.0,3.2248,WARNING
Axis #4,5905,5905,2022-10-17 15:50:14.345000+00:00,2022-10-17 15:50:14.345000+00:00,0.0,3.3682,WARNING
Axis #3,5911,5911,2022-10-17 15:50:25.647000+00:00,2022-10-17 15:50:25.647000+00:00,0.0,11.2597,WARNING
Axis #1,5918,5918,2022-10-17 15:50:38.798000+00:00,2022-10-17 15:50:38.798000+00:00,0.0,5.8572,WARNING
Axis #7,5920,5920,2022-10-17 15:50:42.471000+00:00,2022-10-17 15:50:42.471000+00:00,0.0,4.8751,WARNING
Axis #8,5927,5927,2022-10-17 15:50:55.549000+00:00,2022-10-17 15:50:55.549000+00:00,0.0,0.8331,WARNING
Axis #8,5935,5935,2022-10-17 15:51:10.493000+00:00,2022-10-17 15:51:10.493000+00:00,0.0,0.9501,WARNING
Axis #2,5936,5936,2022-10-17 15:51:12.362000+00:00,2022-10-17 15:51:12.362000+00:00,0.0,13.6319,WARNING
Axis #5,5941,5941,2022-10-17 15:51:25.129000+00:00,2022-10-17 15:51:25.129000+00:00,0.0,4.425,WARNING
Axis #1,5945,5945,2022-10-17 15:51:32.800000+00:00,2022-10-17 15:51:32.800000+00:00,0.0,6.9331,WARNING
Axis #7,5946,5946,2022-10-17 15:51:34.690000+00:00,2022-10-17 15:51:34.690000+00:00,0.0,4.6896,WARNING
Axis #8,5947,5947,2022-10-17 15:51:36.565000+00:00,2022-10-17 15:51:36.565000+00:00,0.0,0.9007,WARNING
Axis #6,5950,5950,2022-10-17 15:51:42.206000+00:00,2022-10-17 15:51:42.206000+00:00,0.0,3.5465,WARNING
Axis #7,5953,5953,2022-10-17 15:51:47.784000+00:00,2022-10-17 15:51:47.784000+00:00,0.0,5.8285,WARNING
Axis #5,5956,5956,2022-10-17 15:51:53.472000+00:00,2022-10-17 15:51:53.472000+00:00,0.0,5.2617,WARNING
Axis #5,5960,5960,2022-10-17 15:52:00.929000+00:00,2022-10-17 15:52:00.929000+00:00,0.0,6.0432,WARNING
Axis #4,5965,5965,2022-10-17 15:52:10.331000+00:00,2022-10-17 15:52:10.331000+00:00,0.0,3.0781,WARNING
Axis #7,5966,5966,2022-10-17 15:52:12.149000+00:00,2022-10-17 15:52:12.149000+00:00,0.0,5.4391,WARNING
Axis #3,5967,5967,2022-10-17 15:52:14.049000+00:00,2022-10-17 15:52:14.049000+00:00,0.0,10.7792,WARNING
Axis #4,5971,5971,2022-10-17 15:52:25.757000+00:00,2022-10-17 15:52:25.757000+00:00,0.0,4.037,WARNING
Axis #5,5971,5971,2022-10-17 15:52:25.757000+00:00,2022-10-17 15:52:25.757000+00:00,0.0,4.8862,WARNING
Axis #8,5974,5974,2022-10-17 15:52:31.299000+00:00,2022-10-17 15:52:31.299000+00:00,0.0,0.9032,WARNING
Axis #2,5978,5978,2022-10-17 15:52:38.909000+00:00,2022-10-17 15:52:38.909000+00:00,0.0,21.6303,WARNING
Axis #2,5986,5986,2022-10-17 15:52:53.785000+00:00,2022-10-17 15:52:53.785000+00:00,0.0,14.3898,WARNING
Axis #6,5987,5987,2022-10-17 15:52:55.700000+00:00,2022-10-17 15:52:55.700000+00:00,0.0,4.3464,WARNING
Axis #2,5995,5995,2022-10-17 15:53:10.551000+00:00,2022-10-17 15:53:10.551000+00:00,0.0,14.822,WARNING
Axis #7,5998,5998,2022-10-17 15:53:16.253000+00:00,2022-10-17 15:53:16.253000+00:00,0.0,5.1975,WARNING
Axis #6,6000,6000,2022-10-17 15:53:20.065000+00:00,2022-10-17 15:53:20.065000+00:00,0.0,3.5621,WARNING
Axis #8,6000,6000,2022-10-17 15:53:20.065000+00:00,2022-10-17 15:53:20.065000+00:00,0.0,0.8263,WARNING
Axis #8,6003,6003,2022-10-17 15:53:29.030000+00:00,2022-10-17 15:53:29.030000+00:00,0.0,1.1615,WARNING
Axis #7,6012,6012,2022-10-17 15:53:45.960000+00:00,2022-10-17 15:53:45.960000+00:00,0.0,4.4611,WARNING
Axis #4,6025,6025,2022-10-17 15:54:10.300000+00:00,2022-10-17 15:54:10.300000+00:00,0.0,3.1016,WARNING
Axis #1,6036,6036,2022-10-17 15:54:34.111000+00:00,2022-10-17 15:54:34.111000+00:00,0.0,4.6089,WARNING
Axis #3,6039,6039,2022-10-17 15:54:39.721000+00:00,2022-10-17 15:54:39.721000+00:00,0.0,10.4178,WARNING
Axis #7,6047,6047,2022-10-17 15:54:54.720000+00:00,2022-10-17 15:54:54.720000+00:00,0.0,4.4907,WARNING
Axis #3,6048,6048,2022-10-17 15:54:56.628000+00:00,2022-10-17 15:54:56.628000+00:00,0.0,13.9104,WARNING
Axis #1,6049,6049,2022-10-17 15:54:58.548000+00:00,2022-10-17 15:54:58.548000+00:00,0.0,4.298,WARNING
Axis #6,6061,6061,2022-10-17 15:55:21.386000+00:00,2022-10-17 15:55:21.386000+00:00,0.0,3.5453,WARNING
Axis #8,6069,6069,2022-10-17 15:55:40.361000+00:00,2022-10-17 15:55:40.361000+00:00,0.0,1.1315,WARNING
Axis #1,6072,6072,2022-10-17 15:55:45.944000+00:00,2022-10-17 15:55:45.944000+00:00,0.0,4.4409,WARNING
Axis #3,6072,6072,2022-10-17 15:55:45.944000+00:00,2022-10-17 15:55:45.944000+00:00,0.0,11.5723,WARNING
Axis #5,6073,6073,2022-10-17 15:55:47.798000+00:00,2022-10-17 15:55:47.798000+00:00,0.0,4.2887,WARNING
Axis #1,6074,6074,2022-10-17 15:55:49.781000+00:00,2022-10-17 15:55:49.781000+00:00,0.0,4.433,WARNING
Axis #5,6080,6080,2022-10-17 15:56:01.069000+00:00,2022-10-17 15:56:01.069000+00:00,0.0,4.3353,WARNING
Axis #7,6080,6080,2022-10-17 15:56:01.069000+00:00,2022-10-17 15:56:01.069000+00:00,0.0,5.1177,WARNING
Axis #2,6085,6085,2022-10-17 15:56:10.489000+00:00,2022-10-17 15:56:10.489000+00:00,0.0,15.0177,WARNING
Axis #5,6087,6087,2022-10-17 15:56:14.299000+00:00,2022-10-17 15:56:14.299000+00:00,0.0,5.1211,WARNING
Axis #8,6094,6094,2022-10-17 15:56:27.471000+00:00,2022-10-17 15:56:27.471000+00:00,0.0,0.9181,WARNING
Axis #1,6103,6103,2022-10-17 15:56:48.533000+00:00,2022-10-17 15:56:48.533000+00:00,0.0,5.2852,WARNING
Axis #5,6103,6103,2022-10-17 15:56:48.533000+00:00,2022-10-17 15:56:48.533000+00:00,0.0,4.9029,WARNING
Axis #4,6108,6108,2022-10-17 15:56:57.847000+00:00,2022-10-17 15:56:57.847000+00:00,0.0,3.5706,WARNING
Axis #1,6116,6116,2022-10-17 15:57:12.956000+00:00,2022-10-17 15:57:12.956000+00:00,0.0,4.3177,WARNING
Axis #6,6119,6119,2022-10-17 15:57:18.582000+00:00,2022-10-17 15:57:18.582000+00:00,0.0,3.9435,WARNING
Axis #6,6127,6127,2022-10-17 15:57:33.488000+00:00,2022-10-17 15:57:33.488000+00:00,0.0,3.5514,WARNING
Axis #2,6128,6128,2022-10-17 15:57:35.503000+00:00,2022-10-17 15:57:35.503000+00:00,0.0,16.5321,WARNING
Axis #4,6133,6133,2022-10-17 15:57:49.039000+00:00,2022-10-17 15:57:49.039000+00:00,0.0,4.0532,WARNING
Axis #3,6136,6136,2022-10-17 15:57:54.722000+00:00,2022-10-17 15:57:54.722000+00:00,0.0,12.362,WARNING
Axis #8,6147,6147,2022-10-17 15:58:15.583000+00:00,2022-10-17 15:58:15.583000+00:00,0.0,0.8768,WARNING
Axis #4,6149,6149,2022-10-17 15:58:19.362000+00:00,2022-10-17 15:58:19.362000+00:00,0.0,3.1171,WARNING
Axis #1,6151,6151,2022-10-17 15:58:23.096000+00:00,2022-10-17 15:58:23.096000+00:00,0.0,4.5238,WARNING
Axis #1,6165,6165,2022-10-17 15:58:53.440000+00:00,2022-10-17 15:58:53.440000+00:00,0.0,4.5009,WARNING
Axis #6,6167,6167,2022-10-17 15:58:57.153000+00:00,2022-10-17 15:58:57.153000+00:00,0.0,3.6574,WARNING
Axis #7,6175,6175,2022-10-17 15:59:12.270000+00:00,2022-10-17 15:59:12.270000+00:00,0.0,5.7308,WARNING
Axis #7,6187,6187,2022-10-17 15:59:35.021000+00:00,2022-10-17 15:59:35.021000+00:00,0.0,5.2348,WARNING
Axis #4,6192,6192,2022-10-17 15:59:44.519000+00:00,2022-10-17 15:59:44.519000+00:00,0.0,3.5885,WARNING
Axis #8,6195,6195,2022-10-17 15:59:50.096000+00:00,2022-10-17 15:59:50.096000+00:00,0.0,1.0443,WARNING
Axis #4,6198,6198,2022-10-17 15:59:59.847000+00:00,2022-10-17 15:59:59.847000+00:00,0.0,3.7737,WARNING
Axis #4,6224,6224,2022-10-17 16:00:48.816000+00:00,2022-10-17 16:00:48.816000+00:00,0.0,3.4705,WARNING
Axis #3,6236,6236,2022-10-17 16:01:15.347000+00:00,2022-10-17 16:01:15.347000+00:00,0.0,10.5956,WARNING
Axis #2,6240,6240,2022-10-17 16:01:22.830000+00:00,2022-10-17 16:01:22.830000+00:00,0.0,15.1218,WARNING
Axis #8,6246,6246,2022-10-17 16:01:34.081000+00:00,2022-10-17 16:01:34.081000+00:00,0.0,0.9613,WARNING
Axis #8,6251,6251,2022-10-17 16:01:43.362000+00:00,2022-10-17 16:01:43.362000+00:00,0.0,1.0029,WARNING
Axis #2,6258,6258,2022-10-17 16:01:56.550000+00:00,2022-10-17 16:01:56.550000+00:00,0.0,23.6122,WARNING
Axis #2,6268,6268,2022-10-17 16:02:18.768000+00:00,2022-10-17 16:02:18.768000+00:00,0.0,14.8068,WARNING
Axis #1,6269,6269,2022-10-17 16:02:20.664000+00:00,2022-10-17 16:02:20.664000+00:00,0.0,6.7034,WARNING
Axis #1,6277,6277,2022-10-17 16:02:35.652000+00:00,2022-10-17 16:02:35.652000+00:00,0.0,5.5576,WARNING
Axis #5,6279,6279,2022-10-17 16:02:39.377000+00:00,2022-10-17 16:02:39.377000+00:00,0.0,4.4745,WARNING
Axis #8,6284,6284,2022-10-17 16:02:48.753000+00:00,2022-10-17 16:02:48.753000+00:00,0.0,0.9136,WARNING
Axis #3,6285,6285,2022-10-17 16:02:50.613000+00:00,2022-10-17 16:02:50.613000+00:00,0.0,10.7546,WARNING
Axis #3,6288,6288,2022-10-17 16:02:56.300000+00:00,2022-10-17 16:02:56.300000+00:00,0.0,12.1283,WARNING
Axis #7,6289,6289,2022-10-17 16:02:58.156000+00:00,2022-10-17 16:02:58.156000+00:00,0.0,4.4379,WARNING
Axis #4,6290,6290,2022-10-17 16:03:00.018000+00:00,2022-10-17 16:03:00.018000+00:00,0.0,4.2547,WARNING
Axis #1,6301,6301,2022-10-17 16:03:25.066000+00:00,2022-10-17 16:03:25.066000+00:00,0.0,4.5319,WARNING
Axis #5,6305,6305,2022-10-17 16:03:32.565000+00:00,2022-10-17 16:03:32.565000+00:00,0.0,6.8828,WARNING
Axis #5,6311,6311,2022-10-17 16:03:43.878000+00:00,2022-10-17 16:03:43.878000+00:00,0.0,4.8816,WARNING
Axis #8,6317,6317,2022-10-17 16:03:55.099000+00:00,2022-10-17 16:03:55.099000+00:00,0.0,0.9783,WARNING
Axis #1,6321,6321,2022-10-17 16:04:02.707000+00:00,2022-10-17 16:04:02.707000+00:00,0.0,5.5416,WARNING
Axis #8,6325,6325,2022-10-17 16:04:14.473000+00:00,2022-10-17 16:04:14.473000+00:00,0.0,0.8947,WARNING
Axis #6,6326,6326,2022-10-17 16:04:16.364000+00:00,2022-10-17 16:04:16.364000+00:00,0.0,3.8571,WARNING
Axis #7,6328,6328,2022-10-17 16:04:20.083000+00:00,2022-10-17 16:04:20.083000+00:00,0.0,4.7067,WARNING
Axis #4,6329,6329,2022-10-17 16:04:22.005000+00:00,2022-10-17 16:04:22.005000+00:00,0.0,4.0047,WARNING
Axis #6,6336,6336,2022-10-17 16:04:35.239000+00:00,2022-10-17 16:04:35.239000+00:00,0.0,4.4919,WARNING
Axis #4,6338,6338,2022-10-17 16:04:38.957000+00:00,2022-10-17 16:04:38.957000+00:00,0.0,3.1738,WARNING
Axis #1,6348,6348,2022-10-17 16:04:57.706000+00:00,2022-10-17 16:04:57.706000+00:00,0.0,4.4733,WARNING
Axis #4,6356,6356,2022-10-17 16:05:12.627000+00:00,2022-10-17 16:05:12.627000+00:00,0.0,3.2777,WARNING
Axis #2,6357,6357,2022-10-17 16:05:18.940000+00:00,2022-10-17 16:05:18.940000+00:00,0.0,14.1724,WARNING
Axis #4,6363,6363,2022-10-17 16:05:30.283000+00:00,2022-10-17 16:05:30.283000+00:00,0.0,3.2653,WARNING
Axis #1,6367,6367,2022-10-17 16:05:37.784000+00:00,2022-10-17 16:05:37.784000+00:00,0.0,4.5813,WARNING
Axis #3,6371,6371,2022-10-17 16:05:45.267000+00:00,2022-10-17 16:05:45.267000+00:00,0.0,11.0974,WARNING
Axis #8,6378,6378,2022-10-17 16:05:58.426000+00:00,2022-10-17 16:05:58.426000+00:00,0.0,0.8202,WARNING
Axis #7,6380,6380,2022-10-17 16:06:02.191000+00:00,2022-10-17 16:06:02.191000+00:00,0.0,4.4963,WARNING
Axis #1,6381,6381,2022-10-17 16:06:04.052000+00:00,2022-10-17 16:06:04.052000+00:00,0.0,4.482,WARNING
Axis #8,6383,6383,2022-10-17 16:06:07.802000+00:00,2022-10-17 16:06:07.802000+00:00,0.0,1.0935,WARNING
Axis #7,6386,6386,2022-10-17 16:06:13.488000+00:00,2022-10-17 16:06:13.488000+00:00,0.0,4.5211,WARNING
Axis #5,6393,6393,2022-10-17 16:06:30.743000+00:00,2022-10-17 16:06:30.743000+00:00,0.0,4.6916,WARNING
Axis #5,6402,6402,2022-10-17 16:06:47.441000+00:00,2022-10-17 16:06:47.441000+00:00,0.0,5.1025,WARNING
Axis #2,6404,6404,2022-10-17 16:06:51.207000+00:00,2022-10-17 16:06:51.207000+00:00,0.0,15.1209,WARNING
Axis #8,6405,6405,2022-10-17 16:06:53.067000+00:00,2022-10-17 16:06:53.067000+00:00,0.0,0.8993,WARNING
Axis #6,6407,6407,2022-10-17 16:06:56.908000+00:00,2022-10-17 16:06:56.908000+00:00,0.0,4.2644,WARNING
Axis #7,6407,6407,2022-10-17 16:06:56.908000+00:00,2022-10-17 16:06:56.908000+00:00,0.0,4.4771,WARNING
Axis #5,6415,6415,2022-10-17 16:07:11.957000+00:00,2022-10-17 16:07:11.957000+00:00,0.0,5.5237,WARNING
Axis #6,6415,6415,2022-10-17 16:07:11.957000+00:00,2022-10-17 16:07:11.957000+00:00,0.0,5.5046,WARNING
Axis #6,6418,6418,2022-10-17 16:07:17.582000+00:00,2022-10-17 16:07:17.582000+00:00,0.0,4.1804,WARNING
Axis #4,6420,6420,2022-10-17 16:07:21.300000+00:00,2022-10-17 16:07:21.300000+00:00,0.0,4.8199,WARNING
Axis #2,6422,6422,2022-10-17 16:07:28.440000+00:00,2022-10-17 16:07:28.440000+00:00,0.0,15.1222,WARNING
Axis #6,6429,6429,2022-10-17 16:07:41.628000+00:00,2022-10-17 16:07:41.628000+00:00,0.0,3.9992,WARNING
Axis #3,6432,6432,2022-10-17 16:07:47.252000+00:00,2022-10-17 16:07:47.252000+00:00,0.0,12.6522,WARNING
Axis #4,6434,6434,2022-10-17 16:07:51.011000+00:00,2022-10-17 16:07:51.011000+00:00,0.0,3.4323,WARNING
Axis #2,6443,6443,2022-10-17 16:08:08.009000+00:00,2022-10-17 16:08:08.009000+00:00,0.0,28.1668,WARNING
Axis #2,6445,6445,2022-10-17 16:08:11.640000+00:00,2022-10-17 16:08:11.640000+00:00,0.0,20.3955,WARNING
Axis #7,6447,6447,2022-10-17 16:08:15.385000+00:00,2022-10-17 16:08:15.385000+00:00,0.0,5.464,WARNING
Axis #4,6451,6451,2022-10-17 16:08:23.057000+00:00,2022-10-17 16:08:23.057000+00:00,0.0,3.2076,WARNING
Axis #5,6461,6462,2022-10-17 16:08:45.952000+00:00,2022-10-17 16:08:47.807000+00:00,1.855,6.4243,WARNING
Axis #1,6464,6464,2022-10-17 16:08:51.495000+00:00,2022-10-17 16:08:51.495000+00:00,0.0,5.6044,WARNING
Axis #5,6464,6464,2022-10-17 16:08:51.495000+00:00,2022-10-17 16:08:51.495000+00:00,0.0,4.6761,WARNING
Axis #3,6482,6482,2022-10-17 16:09:25.189000+00:00,2022-10-17 16:09:25.189000+00:00,0.0,12.2857,WARNING
Axis #2,6486,6486,2022-10-17 16:09:32.662000+00:00,2022-10-17 16:09:32.662000+00:00,0.0,15.9147,WARNING
Axis #1,6495,6495,2022-10-17 16:09:53.081000+00:00,2022-10-17 16:09:53.081000+00:00,0.0,4.8179,WARNING
Axis #1,6498,6498,2022-10-17 16:09:58.706000+00:00,2022-10-17 16:09:58.706000+00:00,0.0,6.051,WARNING
Axis #4,6514,6514,2022-10-17 16:10:28.662000+00:00,2022-10-17 16:10:28.662000+00:00,0.0,3.0849,WARNING
Axis #3,6516,6516,2022-10-17 16:10:32.300000+00:00,2022-10-17 16:10:32.300000+00:00,0.0,11.7611,WARNING
Axis #2,6517,6517,2022-10-17 16:10:34.152000+00:00,2022-10-17 16:10:34.152000+00:00,0.0,15.327,WARNING
Axis #3,6524,6524,2022-10-17 16:10:50.628000+00:00,2022-10-17 16:10:50.628000+00:00,0.0,12.4506,WARNING
Axis #8,6524,6524,2022-10-17 16:10:50.628000+00:00,2022-10-17 16:10:50.628000+00:00,0.0,1.091,WARNING
Axis #8,6526,6526,2022-10-17 16:10:54.502000+00:00,2022-10-17 16:10:54.502000+00:00,0.0,0.846,WARNING
Axis #2,6534,6534,2022-10-17 16:11:09.572000+00:00,2022-10-17 16:11:09.572000+00:00,0.0,14.2822,WARNING
Axis #8,6535,6535,2022-10-17 16:11:11.369000+00:00,2022-10-17 16:11:11.369000+00:00,0.0,1.1592,WARNING
Axis #8,6547,6547,2022-10-17 16:11:34.010000+00:00,2022-10-17 16:11:34.010000+00:00,0.0,1.0007,WARNING
Axis #5,6549,6549,2022-10-17 16:11:37.790000+00:00,2022-10-17 16:11:37.790000+00:00,0.0,4.2025,WARNING
Axis #3,6553,6553,2022-10-17 16:11:49.542000+00:00,2022-10-17 16:11:49.542000+00:00,0.0,11.0466,WARNING
Axis #6,6564,6564,2022-10-17 16:12:10.170000+00:00,2022-10-17 16:12:10.170000+00:00,0.0,4.4364,WARNING
Axis #6,6566,6566,2022-10-17 16:12:13.909000+00:00,2022-10-17 16:12:13.909000+00:00,0.0,3.5854,WARNING
Axis #7,6566,6566,2022-10-17 16:12:13.909000+00:00,2022-10-17 16:12:13.909000+00:00,0.0,6.0959,WARNING
Axis #7,6569,6569,2022-10-17 16:12:19.581000+00:00,2022-10-17 16:12:19.581000+00:00,0.0,5.2054,WARNING
Axis #4,6572,6572,2022-10-17 16:12:25.236000+00:00,2022-10-17 16:12:25.236000+00:00,0.0,3.1403,WARNING
Axis #6,6576,6576,2022-10-17 16:12:32.816000+00:00,2022-10-17 16:12:32.816000+00:00,0.0,3.7602,WARNING
Axis #3,6577,6577,2022-10-17 16:12:34.691000+00:00,2022-10-17 16:12:34.691000+00:00,0.0,11.1832,WARNING
Axis #2,6578,6578,2022-10-17 16:12:36.597000+00:00,2022-10-17 16:12:36.597000+00:00,0.0,18.4654,WARNING
Axis #5,6578,6578,2022-10-17 16:12:36.597000+00:00,2022-10-17 16:12:36.597000+00:00,0.0,4.3234,WARNING
Axis #5,6608,6608,2022-10-17 16:13:37.065000+00:00,2022-10-17 16:13:37.065000+00:00,0.0,4.7167,WARNING
Axis #5,6611,6611,2022-10-17 16:13:42.644000+00:00,2022-10-17 16:13:42.644000+00:00,0.0,4.4275,WARNING
Axis #7,6613,6613,2022-10-17 16:13:46.471000+00:00,2022-10-17 16:13:46.471000+00:00,0.0,5.1078,WARNING
Axis #5,6615,6615,2022-10-17 16:13:50.205000+00:00,2022-10-17 16:13:50.205000+00:00,0.0,4.2073,WARNING
Axis #6,6624,6624,2022-10-17 16:14:11.657000+00:00,2022-10-17 16:14:11.657000+00:00,0.0,4.4989,WARNING
Axis #5,6627,6627,2022-10-17 16:14:17.361000+00:00,2022-10-17 16:14:17.361000+00:00,0.0,4.3197,WARNING
Axis #6,6630,6630,2022-10-17 16:14:22.939000+00:00,2022-10-17 16:14:22.939000+00:00,0.0,4.1965,WARNING
Axis #4,6631,6631,2022-10-17 16:14:24.847000+00:00,2022-10-17 16:14:24.847000+00:00,0.0,3.5614,WARNING
Axis #3,6634,6634,2022-10-17 16:14:30.455000+00:00,2022-10-17 16:14:30.455000+00:00,0.0,10.931,WARNING
Axis #4,6636,6636,2022-10-17 16:14:34.236000+00:00,2022-10-17 16:14:34.236000+00:00,0.0,3.1412,WARNING
Axis #7,6643,6643,2022-10-17 16:14:47.393000+00:00,2022-10-17 16:14:47.393000+00:00,0.0,5.1067,WARNING
Axis #5,6645,6645,2022-10-17 16:14:51.100000+00:00,2022-10-17 16:14:51.100000+00:00,0.0,5.2217,WARNING
Axis #8,6646,6646,2022-10-17 16:14:53.019000+00:00,2022-10-17 16:14:53.019000+00:00,0.0,1.1013,WARNING
Axis #4,6650,6650,2022-10-17 16:15:04.554000+00:00,2022-10-17 16:15:04.554000+00:00,0.0,3.0917,WARNING
Axis #6,6655,6655,2022-10-17 16:15:13.998000+00:00,2022-10-17 16:15:13.998000+00:00,0.0,3.8672,WARNING
Axis #1,6657,6657,2022-10-17 16:15:17.764000+00:00,2022-10-17 16:15:17.764000+00:00,0.0,5.2813,WARNING
Axis #7,6658,6658,2022-10-17 16:15:19.630000+00:00,2022-10-17 16:15:19.630000+00:00,0.0,5.8257,WARNING
Axis #2,6662,6662,2022-10-17 16:15:27.061000+00:00,2022-10-17 16:15:27.061000+00:00,0.0,17.3479,WARNING
Axis #6,6662,6662,2022-10-17 16:15:27.061000+00:00,2022-10-17 16:15:27.061000+00:00,0.0,3.9434,WARNING
Axis #1,6670,6670,2022-10-17 16:15:42.077000+00:00,2022-10-17 16:15:42.077000+00:00,0.0,4.3054,WARNING
Axis #6,6677,6677,2022-10-17 16:15:55.202000+00:00,2022-10-17 16:15:55.202000+00:00,0.0,3.9082,WARNING
Axis #8,6683,6683,2022-10-17 16:16:09.745000+00:00,2022-10-17 16:16:09.745000+00:00,0.0,0.9514,WARNING
Axis #8,6686,6686,2022-10-17 16:16:15.323000+00:00,2022-10-17 16:16:15.323000+00:00,0.0,0.9095,WARNING
Axis #6,6687,6687,2022-10-17 16:16:17.338000+00:00,2022-10-17 16:16:17.338000+00:00,0.0,4.6787,WARNING
Axis #7,6688,6688,2022-10-17 16:16:19.245000+00:00,2022-10-17 16:16:19.245000+00:00,0.0,4.4371,WARNING
Axis #8,6689,6689,2022-10-17 16:16:21.061000+00:00,2022-10-17 16:16:21.061000+00:00,0.0,0.8992,WARNING
Axis #6,6694,6694,2022-10-17 16:16:30.385000+00:00,2022-10-17 16:16:30.385000+00:00,0.0,4.2488,WARNING
Axis #8,6696,6696,2022-10-17 16:16:34.666000+00:00,2022-10-17 16:16:34.666000+00:00,0.0,1.4464,WARNING
Axis #3,6705,6705,2022-10-17 16:16:51.480000+00:00,2022-10-17 16:16:51.480000+00:00,0.0,12.3603,WARNING
Axis #8,6708,6708,2022-10-17 16:16:57.065000+00:00,2022-10-17 16:16:57.065000+00:00,0.0,0.8272,WARNING
Axis #3,6714,6714,2022-10-17 16:17:12.487000+00:00,2022-10-17 16:17:12.487000+00:00,0.0,11.2992,WARNING
Axis #4,6718,6718,2022-10-17 16:17:19.882000+00:00,2022-10-17 16:17:19.882000+00:00,0.0,3.1404,WARNING
Axis #2,6733,6733,2022-10-17 16:17:48.236000+00:00,2022-10-17 16:17:48.236000+00:00,0.0,14.0685,WARNING
Axis #8,6742,6742,2022-10-17 16:18:05.105000+00:00,2022-10-17 16:18:05.105000+00:00,0.0,0.9061,WARNING
Axis #5,6754,6754,2022-10-17 16:18:31.783000+00:00,2022-10-17 16:18:31.783000+00:00,0.0,4.4051,WARNING
Axis #1,6767,6767,2022-10-17 16:18:56.171000+00:00,2022-10-17 16:18:56.171000+00:00,0.0,4.4748,WARNING
Axis #3,6771,6771,2022-10-17 16:19:03.669000+00:00,2022-10-17 16:19:03.669000+00:00,0.0,10.3355,WARNING
Axis #8,6782,6782,2022-10-17 16:19:29.254000+00:00,2022-10-17 16:19:29.254000+00:00,0.0,0.8505,WARNING
Axis #2,6797,6797,2022-10-17 16:19:57.488000+00:00,2022-10-17 16:19:57.488000+00:00,0.0,15.5357,WARNING
Axis #8,6801,6801,2022-10-17 16:20:04.970000+00:00,2022-10-17 16:20:04.970000+00:00,0.0,1.0922,WARNING
Axis #7,6809,6809,2022-10-17 16:20:19.768000+00:00,2022-10-17 16:20:19.768000+00:00,0.0,4.8112,WARNING
Axis #5,6810,6810,2022-10-17 16:20:25.112000+00:00,2022-10-17 16:20:25.112000+00:00,0.0,4.3642,WARNING
Axis #4,6811,6811,2022-10-17 16:20:27.033000+00:00,2022-10-17 16:20:27.033000+00:00,0.0,3.644,WARNING
Axis #1,6818,6818,2022-10-17 16:20:40.267000+00:00,2022-10-17 16:20:40.267000+00:00,0.0,5.0687,WARNING
Axis #3,6823,6823,2022-10-17 16:20:49.633000+00:00,2022-10-17 16:20:49.633000+00:00,0.0,11.5394,WARNING
Axis #8,6823,6823,2022-10-17 16:20:49.633000+00:00,2022-10-17 16:20:49.633000+00:00,0.0,0.924,WARNING
Axis #8,6826,6826,2022-10-17 16:20:55.330000+00:00,2022-10-17 16:20:55.330000+00:00,0.0,0.8319,WARNING
Axis #8,6828,6828,2022-10-17 16:20:59.065000+00:00,2022-10-17 16:20:59.065000+00:00,0.0,0.8821,WARNING
Axis #2,6830,6830,2022-10-17 16:21:02.846000+00:00,2022-10-17 16:21:02.846000+00:00,0.0,13.7931,WARNING
Axis #8,6830,6830,2022-10-17 16:21:02.846000+00:00,2022-10-17 16:21:02.846000+00:00,0.0,0.9082,WARNING
Axis #8,6846,6846,2022-10-17 16:21:36.987000+00:00,2022-10-17 16:21:36.987000+00:00,0.0,0.9491,WARNING
Axis #1,6854,6854,2022-10-17 16:21:52.017000+00:00,2022-10-17 16:21:52.017000+00:00,0.0,4.839,WARNING
Axis #2,6854,6854,2022-10-17 16:21:52.017000+00:00,2022-10-17 16:21:52.017000+00:00,0.0,13.8683,WARNING
Axis #7,6855,6855,2022-10-17 16:21:53.924000+00:00,2022-10-17 16:21:53.924000+00:00,0.0,5.6391,WARNING
